nom_structure,nom_contact,email,telephone,type_prospect,pays,region,departement,ville,adresse,nb_aderents,facebook,facebook_followers,x,x_followers,instagram,instagram_followers,youtube,youtube_followers,tictok,tictok_followers,sit_web,accepte_contact,methode_contact,contacte,date_dernier_contact,commentaires
Médiathèque Rester,Anastasie Chrétien,guillaumemorel@example.com,,Médiathèque,France,Occitanie,46,Cahors,"81, boulevard Dorothée Étienne",,http://martel.fr/,1355.0,http://www.morvan.fr/,5013.0,https://poirier.fr/,16689.0,http://meunier.com/,40248.0,,,https://diaz.org/,False,instagram,False,,
CSCS Étoile,Thibaut Durand-Pages,,0734954090,CSCS,France,Grand Est,67,Strasbourg,,,http://gay.fr/,9140.0,,,,,,,,,,False,instagram,False,2025-10-09,Forêt curiosité chat affaire.
MJC Figure,Matthieu Chrétien de Chauveau,wramos@example.com,0615424670,MJC,France,Grand Est,68,Saint-Louis,"52, rue de Bourgeois",,http://www.besson.org/,4044.0,,,https://barre.com/,900.0,,,https://rodrigues.fr/,22963.0,https://guichard.fr/,True,,False,,
Éditeur Apparaître,,udiallo@example.com,0750040330,Éditeur,France,Île-de-France,92,Nanterre,rue de Girard,,http://mendes.com/,3958.0,,,http://mercier.net/,25053.0,,,http://fouquet.fr/,44041.0,https://www.olivier.fr/,False,,False,,Verre tâche soin course fort journée asseoir.
CSCS Justice,,denisbouvier@example.com,0623877868,CSCS,France,Hauts-de-France,62,Calais,"9, chemin Boyer",,,,,,,,,,http://www.voisin.org/,876.0,,True,instagram,False,,
Médiathèque Mauvais,Emmanuel Carre de Dupré,qfernandez@example.net,0784736507,Médiathèque,France,Hauts-de-France,59,Roubaix,"739, chemin Tanguy",,https://www.georges.fr/,396.0,,,http://www.germain.fr/,25265.0,http://www.navarro.com/,23530.0,,,https://ollivier.net/,False,telephone,False,2024-07-30,Joie action pousser serrer membre vingt.
Éditeur Rien,Léon Gaillard du Dijoux,jourdanagathe@example.net,0782792489,Éditeur,France,Occitanie,09,Saint-Girons,"892, avenue Pénélope Lopez",,https://www.baron.com/,6121.0,,,https://gilbert.com/,12408.0,https://brun.com/,4779.0,,,https://traore.com/,True,,True,,Absence salut passé écraser si ton résultat.
Influenceur Naturel,Valérie Becker,susan63@example.com,0642830440,Influenceur,France,Bourgogne-Franche-Comté,71,Mâcon,"83, chemin Carpentier",,http://www.blin.fr/,2040.0,http://www.fouquet.fr/,3369.0,https://collet.com/,10702.0,https://www.georges.org/,3534.0,,,http://www.laurent.org/,False,facebook,False,,
Ludothèque Beau,,cvaillant@example.net,0700861939,Ludothèque,France,Bourgogne-Franche-Comté,89,Avallon,"3, boulevard Christelle Guillet",398.0,,,http://labbe.com/,8822.0,http://samson.fr/,19606.0,,,,,http://www.navarro.com/,True,telephone,True,2025-05-12,
MJC Rideau,Marc Breton,qchauveau@example.com,0620457810,MJC,France,Occitanie,81,Castres,"30, chemin Marion",22.0,http://www.bouvet.com/,3086.0,http://pons.fr/,12923.0,http://www.morel.fr/,15092.0,,,http://www.dubois.com/,59530.0,https://www.ramos.com/,True,,False,,
Bar à jeux Appeler,Christophe-Victor Maillet,,0783772134,Bar à jeux,France,Provence-Alpes-Côte d'Azur,13,Aix-en-Provence,,,http://www.cousin.fr/,9838.0,,,https://www.bouvier.com/,25581.0,,,https://pierre.org/,75289.0,https://guibert.org/,True,facebook,False,2024-06-24,Sentier passion étranger place.
MJC Déjà,,ameliemeunier@example.net,0622230621,MJC,France,Occitanie,12,Millau,"3, chemin de Alexandre",34.0,,,http://baudry.com/,10003.0,https://fernandes.fr/,3755.0,http://www.fouquet.fr/,35922.0,,,http://www.dumas.org/,False,,True,2025-09-18,Chemin heure etc centre anglais.
Bar à jeux Couper,,ncosta@example.net,0673314148,Bar à jeux,France,Grand Est,10,Troyes,"69, rue Lenoir",,http://weber.fr/,4078.0,https://grenier.com/,13548.0,,,,,http://www.faure.com/,74719.0,https://mace.fr/,True,,False,,
MJC Couleur,Tristan Launay,jdelmas@example.com,0725228909,MJC,France,Auvergne-Rhône-Alpes,43,Le Puy-en-Velay,avenue Stéphane Maréchal,,http://www.diallo.fr/,926.0,,,,,,,http://barbier.fr/,1881.0,http://rousseau.net/,True,,True,2024-11-02,Soirée inventer aujourd'hui hier cou tuer intérieur.
MJC Soit,,zmartins@example.net,0705747805,MJC,France,Grand Est,67,Strasbourg,"286, rue Gabrielle Rey",108.0,,,,,http://www.meunier.net/,5742.0,https://morvan.fr/,39309.0,,,https://valette.org/,True,,False,2024-06-05,Étendue genre frapper confier voici goût interroger ami.
Médiathèque Élément,,eperon@example.org,0690952365,Médiathèque,France,Provence-Alpes-Côte d'Azur,13,Aix-en-Provence,"39, rue Briand",,https://caron.com/,767.0,https://lamy.fr/,14154.0,http://www.berthelot.com/,17109.0,https://aubert.com/,47369.0,,,http://launay.org/,False,email,False,2024-10-15,Puisque haut père pourquoi colline que.
Bar à jeux Craindre,Valérie Lopes du Maréchal,knguyen@example.net,0756206014,Bar à jeux,France,Île-de-France,93,Saint-Denis,boulevard Thibaut Morin,432.0,http://www.gosselin.com/,1117.0,,,https://www.blin.fr/,1947.0,http://www.grenier.net/,45701.0,,,,True,,True,,
Influenceur Déchirer,Luce Bonneau,evrardvalentine@example.net,0624613695,Influenceur,France,Grand Est,88,Gérardmer,"1, boulevard Benoît Dupré",,,,https://de.com/,12325.0,,,,,,,https://laine.org/,False,,True,,
Artisan Tourner,Éléonore Tanguy,adavid@example.org,,Artisan,France,Nouvelle-Aquitaine,23,Guéret,"70, rue Costa",,,,https://www.guilbert.com/,2072.0,http://leger.com/,15216.0,http://denis.com/,39271.0,,,http://www.cordier.com/,True,,True,,Son ensemble simple.
Influenceur Groupe,Nathalie Lefèvre,galletalex@example.org,0653098285,Influenceur,France,Bourgogne-Franche-Comté,21,Beaune,"7, avenue de Bernard",,https://roche.com/,3482.0,,,http://www.delahaye.fr/,8904.0,,,https://denis.com/,30931.0,https://www.levy.fr/,True,instagram,False,2025-03-20,
Influenceur Déclarer,,georgesnicole@example.com,0718419545,Influenceur,France,Grand Est,55,Bar-le-Duc,"3, boulevard de Barre",80.0,https://blanchard.fr/,4856.0,http://leger.fr/,13902.0,https://www.riviere.fr/,8639.0,,,,,https://www.olivier.org/,False,instagram,True,,
Médiathèque Sommeil,Roland-Gilles Philippe,mauricepaul@example.net,0691114077,Médiathèque,France,Île-de-France,78,Versailles,"222, rue de Lévêque",,https://www.lagarde.com/,9839.0,https://www.berthelot.com/,8601.0,http://www.toussaint.org/,22987.0,,,https://denis.fr/,68967.0,,True,facebook,False,,
Artisan Violence,Margaud Tessier,xweber@example.org,0638910121,Artisan,France,Provence-Alpes-Côte d'Azur,05,Briançon,"60, avenue Virginie Olivier",220.0,http://www.raynaud.com/,852.0,https://perrier.com/,872.0,https://www.peltier.com/,9761.0,,,http://masson.net/,35712.0,https://www.pineau.fr/,False,email,True,,
Asso JDR Pièce,Olivie Sauvage du Guillou,nathalie40@example.com,0690115016,Asso JDR,France,Occitanie,81,Gaillac,,,https://www.gregoire.fr/,4751.0,,,,,http://ledoux.com/,3594.0,,,http://blanchet.com/,True,,False,,
Ludothèque Liberté,Stéphanie Fischer,rboucher@example.com,0683842243,Ludothèque,France,Normandie,50,Saint-Lô,"86, chemin de Laroche",99.0,https://www.clement.com/,8961.0,http://www.sanchez.org/,10012.0,,,https://www.da.fr/,39249.0,http://www.rousseau.com/,51340.0,http://gregoire.fr/,True,facebook,False,,
CSCS Également,,diallomonique@example.com,0772910878,CSCS,France,Occitanie,31,Muret,"39, rue Odette Joly",43.0,,,https://pages.net/,5465.0,http://www.lebreton.org/,24217.0,,,,,,False,instagram,True,,Renverser geste souvenir inviter payer sang seulement.
Bar à jeux Pas,Guy Maury,costeolivie@example.net,0744951527,Bar à jeux,France,Provence-Alpes-Côte d'Azur,05,Embrun,,253.0,,,,,,,,,,,https://www.robin.com/,True,facebook,False,2024-11-11,
Asso JDR Mensonge,Édouard Chevallier,mnavarro@example.com,0783335278,Asso JDR,France,Auvergne-Rhône-Alpes,07,Aubenas,"604, chemin Bernadette Blin",161.0,https://www.fouquet.net/,218.0,,,http://humbert.net/,16402.0,,,,,http://www.descamps.org/,False,,True,2024-09-12,Poser prendre pont vérité aujourd'hui.
Artisan Respecter,Denis Noël,timotheewagner@example.com,0744807011,Artisan,France,Hauts-de-France,60,Compiègne,"525, rue Tristan Leroy",,https://marty.fr/,3149.0,http://pichon.com/,12949.0,https://www.brunet.com/,6951.0,,,,,https://www.boulay.fr/,True,,True,2024-02-21,
Influenceur Gros,Aurélie Jacob,laurentde-oliveira@example.org,0613765760,Influenceur,France,Centre-Val de Loire,36,Le Blanc,,59.0,http://www.pasquier.fr/,1035.0,http://www.bazin.fr/,12741.0,https://lombard.com/,22369.0,,,http://www.pereira.com/,59284.0,https://seguin.org/,False,,True,2025-12-27,Te plan guère spectacle entre expliquer user.
Asso JDR Réserver,Antoinette Olivier du Texier,ineslegendre@example.net,0731939314,Asso JDR,France,Grand Est,51,Épernay,"856, rue Océane Jourdan",,,,,,,,https://www.marechal.com/,26653.0,https://techer.fr/,14730.0,https://gauthier.fr/,True,,True,,Or année rien chute donner pièce table.
Boutique spécialisée Être,,arenard@example.org,0667533786,Boutique spécialisée,France,Hauts-de-France,80,Péronne,"794, boulevard de Renaud",,http://www.boulanger.fr/,177.0,https://www.goncalves.fr/,8941.0,http://da.com/,7353.0,,,,,https://leconte.fr/,False,,False,2026-01-11,
Artisan Encore,,bertinfrederic@example.com,0713680851,Artisan,France,Grand Est,08,Sedan,"9, avenue de Couturier",,,,https://www.mace.fr/,4244.0,http://le.fr/,6650.0,https://www.klein.fr/,14656.0,,,https://nicolas.fr/,True,instagram,True,2026-01-23,Horizon jour danser sauvage scène ennemi.
Bar à jeux Soir,Emmanuel Henry,,0661297103,Bar à jeux,France,Centre-Val de Loire,18,Bourges,"6, rue Leroux",,https://www.delattre.net/,5060.0,http://weiss.fr/,3684.0,http://prevost.fr/,14735.0,http://www.klein.net/,27955.0,,,http://rossi.com/,True,email,False,2025-03-14,
Influenceur Emmener,,lauredelattre@example.org,0688068141,Influenceur,France,Nouvelle-Aquitaine,79,Parthenay,boulevard de Hernandez,,,,,,https://www.pages.net/,18100.0,,,,,http://guyon.com/,False,,True,,Bas suite veiller.
CSCS Président,,louisriou@example.com,0602923723,CSCS,France,Île-de-France,91,Palaiseau,"73, rue de Besnard",,http://www.duval.com/,2236.0,https://www.goncalves.fr/,4890.0,,,,,https://valentin.com/,76889.0,http://www.gimenez.fr/,True,instagram,False,2024-06-20,
CSCS Servir,,fabrelucy@example.com,0667669568,CSCS,France,Occitanie,46,Gourdon,rue Lucie Alexandre,466.0,https://alves.fr/,1779.0,https://www.buisson.fr/,3550.0,https://bailly.net/,6303.0,,,,,,True,,False,,
Ludothèque Perdre,,thomasblanc@example.com,0617515261,Ludothèque,France,Occitanie,66,Céret,"537, boulevard Pauline Vasseur",,,,,,,,https://www.mendes.fr/,45228.0,,,http://www.dos.com/,False,,False,,
Bar à jeux Sauter,,henriettemunoz@example.com,0636464625,Bar à jeux,France,Bourgogne-Franche-Comté,58,Nevers,"22, boulevard Astrid Bouvier",,https://www.gaudin.net/,4297.0,https://www.dos.org/,14935.0,https://www.gauthier.net/,16480.0,https://www.ramos.fr/,11073.0,,,http://www.roy.fr/,False,,True,,
Médiathèque Rencontrer,,menardjulie@example.net,0728035459,Médiathèque,France,Auvergne-Rhône-Alpes,15,Aurillac,"21, avenue de Couturier",,https://albert.net/,9295.0,https://www.marie.fr/,10557.0,,,,,,,http://www.bertrand.fr/,True,,False,,
Bar à jeux Conversation,Victor Fernandes-Ollivier,whamel@example.org,0670394598,Bar à jeux,France,Centre-Val de Loire,41,Vendôme,"56, rue Lejeune",,http://www.buisson.fr/,3091.0,https://francois.net/,2158.0,https://besnard.fr/,29051.0,,,http://guyot.com/,41114.0,http://www.boulay.com/,True,,True,,Cruel livre payer départ habiter défaut.
Influenceur Écraser,Isaac Lecomte de Allard,wagnersophie@example.com,,Influenceur,France,Grand Est,88,Saint-Dié-des-Vosges,,,,,https://www.charles.fr/,2582.0,,,,,,,,False,instagram,True,,
Asso JDR Mettre,Thibaut-Vincent Delattre,charlesgregoire@example.org,,Asso JDR,France,Auvergne-Rhône-Alpes,69,Lyon,,220.0,https://clerc.fr/,7052.0,https://www.pruvost.fr/,8069.0,,,http://www.gros.fr/,19489.0,,,http://moreno.net/,False,facebook,False,,Un existence champ me grand île brusquement.
Artisan État,Thibault Rousset,mariedupont@example.com,0744023000,Artisan,France,Corse,2B,Bastia,"221, chemin de Guyot",,https://www.daniel.fr/,2254.0,http://www.colin.fr/,2037.0,http://www.meyer.fr/,10270.0,https://pichon.net/,33583.0,,,http://thibault.com/,True,telephone,False,2024-05-01,
Ludothèque Empire,,pbazin@example.net,0787006628,Ludothèque,France,Centre-Val de Loire,37,Loches,"51, avenue Chevallier",352.0,http://morin.com/,4470.0,,,https://cohen.fr/,2886.0,https://www.rossi.fr/,39422.0,,,https://www.coste.fr/,False,,False,2025-06-11,
Médiathèque Long,Nathalie Boulay,parisdorothee@example.com,0661942806,Médiathèque,France,Occitanie,48,Langogne,"98, avenue Morin",,https://germain.fr/,2767.0,,,,,,,,,,False,,True,,Lutte barbe distinguer rejoindre.
Bar à jeux Craindre,Thierry Pires,oroche@example.org,0606682120,Bar à jeux,France,Nouvelle-Aquitaine,33,Bordeaux,,,http://www.chauveau.org/,764.0,http://www.tanguy.org/,7834.0,http://www.devaux.com/,4894.0,,,,,http://www.gerard.org/,False,telephone,True,,
Bar à jeux Trouver,,dijouxauguste@example.com,0619356449,Bar à jeux,France,Nouvelle-Aquitaine,79,Niort,"30, rue Simone Chauveau",,,,https://vidal.fr/,3298.0,,,,,http://www.delattre.fr/,6074.0,http://www.richard.com/,True,,True,,
Influenceur Mort,Anaïs Grenier,isaac12@example.com,0718295196,Influenceur,France,Nouvelle-Aquitaine,23,Guéret,,139.0,https://moreno.com/,3065.0,,,,,http://leblanc.fr/,37217.0,,,http://www.martinez.com/,False,email,True,2025-08-07,
Bar à jeux Chaise,,suzannemonnier@example.com,,Bar à jeux,France,Centre-Val de Loire,45,Montargis,,,http://www.meunier.com/,4292.0,,,,,https://www.chevallier.net/,33173.0,,,http://toussaint.fr/,False,,True,2025-03-13,Volonté air somme oeuvre partout.
Artisan Aider,Alexandria Samson,maillardceline@example.net,0767533628,Artisan,France,Provence-Alpes-Côte d'Azur,06,Nice,"8, avenue Chantal Chauvet",250.0,,,https://pires.fr/,14199.0,https://www.mace.com/,17668.0,http://huet.com/,31321.0,,,http://rodriguez.com/,False,,True,,
Artisan Chose,Julie Aubert,sjourdan@example.org,0798581177,Artisan,France,Grand Est,55,Verdun,"789, rue de Alves",368.0,https://gaillard.org/,4281.0,,,https://bousquet.fr/,12728.0,,,,,http://bourgeois.net/,True,,True,2024-09-26,
Ludothèque Préférer,Sylvie-Michelle Joseph,qphilippe@example.org,0725910753,Ludothèque,France,Normandie,50,Cherbourg-en-Cotentin,"16, avenue Chartier",,https://royer.com/,8961.0,https://sauvage.fr/,4016.0,,,https://carlier.com/,34090.0,https://evrard.com/,10856.0,http://www.jacob.com/,False,telephone,True,,
Éditeur Difficile,Marcelle Cohen,valerie46@example.org,0792048960,Éditeur,France,Grand Est,68,Saint-Louis,"50, chemin Olivie Lévy",,,,https://leroy.com/,12940.0,http://pons.fr/,28453.0,https://lombard.fr/,33799.0,,,http://vincent.fr/,True,telephone,True,,
Influenceur Peur,,,0786514173,Influenceur,France,Grand Est,10,Troyes,,82.0,https://joseph.com/,7298.0,,,,,http://leduc.com/,22813.0,https://cohen.com/,27914.0,https://www.toussaint.fr/,True,telephone,True,,
Artisan Perdre,,ctraore@example.com,0701723278,Artisan,France,Corse,2A,Sartène,"7, boulevard de Raymond",,,,,,http://www.godard.org/,5882.0,http://www.caron.fr/,24259.0,,,http://michaud.fr/,False,,True,2025-02-16,
Médiathèque Un,Thérèse Laroche,xgoncalves@example.org,0696119694,Médiathèque,France,Auvergne-Rhône-Alpes,69,Villefranche-sur-Saône,chemin Georges,,http://www.barthelemy.com/,9663.0,,,https://godard.fr/,17206.0,,,http://traore.fr/,35001.0,https://www.charpentier.com/,False,,True,2025-05-29,Son garde violence grain instant supérieur.
Ludothèque Chant,,agnesbouvier@example.com,0713797298,Ludothèque,France,Normandie,61,Flers,,140.0,https://nguyen.net/,3310.0,http://guilbert.fr/,13206.0,https://www.gomez.fr/,26586.0,,,,,,False,,True,,Événement rue ou visible fauteuil.
Asso JDR Épaule,,auroredenis@example.org,0618102546,Asso JDR,France,Bretagne,29,Brest,"578, chemin de Pichon",,http://vallee.com/,2353.0,https://adam.org/,5566.0,http://robert.fr/,21158.0,http://www.bourgeois.com/,16769.0,https://dubois.org/,12489.0,http://www.herve.net/,False,instagram,True,2026-01-30,Ministre découvrir rapide étranger dresser voilà compter.
Bar à jeux Parfois,,laure86@example.net,,Bar à jeux,France,Centre-Val de Loire,18,Saint-Amand-Montrond,"176, avenue de Mahe",,https://bouvier.com/,8352.0,,,,,,,,,,True,,True,2025-12-23,
Influenceur Âge,,wboyer@example.com,0714250131,Influenceur,France,Auvergne-Rhône-Alpes,01,Bellegarde-sur-Valserine,"66, boulevard de Hernandez",252.0,,,http://gerard.com/,14455.0,http://legrand.fr/,29001.0,,,http://blanc.org/,32646.0,https://berthelot.org/,True,email,True,2025-12-23,
Médiathèque Tracer,Thierry Vallet,nfontaine@example.org,0788651948,Médiathèque,France,Grand Est,10,Bar-sur-Aube,"77, rue de Roussel",,https://bruneau.org/,3694.0,,,http://joubert.fr/,24988.0,http://www.barbier.fr/,5783.0,http://allain.com/,11542.0,http://vidal.fr/,False,email,False,2024-10-14,
Médiathèque Franchir,,aurore22@example.org,0711135286,Médiathèque,France,Centre-Val de Loire,18,Bourges,"45, boulevard Amélie Pottier",288.0,http://www.morel.net/,9466.0,,,https://gilbert.fr/,877.0,http://humbert.fr/,45018.0,http://www.ledoux.fr/,44841.0,http://www.maury.com/,False,email,False,2024-08-08,
Influenceur Bon,Robert Baudry,guillaumejourdan@example.org,0774982800,Influenceur,France,Île-de-France,94,Vitry-sur-Seine,,221.0,http://ferrand.org/,5765.0,https://www.aubry.com/,12424.0,,,http://www.allard.com/,34684.0,,,,True,instagram,False,2024-08-05,
Bar à jeux Chaud,Antoinette Bertin-Tessier,aimee54@example.org,0722176235,Bar à jeux,France,Provence-Alpes-Côte d'Azur,05,Embrun,boulevard Maillard,,https://www.sanchez.com/,3296.0,,,http://www.blondel.fr/,16191.0,http://www.couturier.org/,1625.0,,,http://www.klein.fr/,True,,False,2025-12-06,
CSCS Train,Roger Peron,camille82@example.net,0682891564,CSCS,France,Nouvelle-Aquitaine,79,Parthenay,,125.0,http://www.carlier.net/,7290.0,,,https://pons.com/,27779.0,https://gros.org/,9370.0,https://paul.fr/,35095.0,http://boutin.com/,True,instagram,True,2024-07-23,Genre cela fou importance le loin pluie.
Boutique spécialisée Ouvrage,Élodie Gilles,ebouvier@example.net,0727929682,Boutique spécialisée,France,Centre-Val de Loire,18,Vierzon,chemin Lucas,,http://dufour.fr/,4802.0,https://www.gallet.org/,2959.0,https://clement.com/,15979.0,,,http://dupuy.com/,28481.0,http://www.leduc.fr/,True,email,False,2024-03-10,
Bar à jeux Race,,philippe34@example.com,0734042185,Bar à jeux,France,Provence-Alpes-Côte d'Azur,13,Aix-en-Provence,"76, chemin Nicole Tanguy",,https://www.collet.fr/,5595.0,,,https://www.marty.fr/,12672.0,,,,,https://www.perrot.fr/,True,telephone,True,2024-12-11,
MJC Relation,,francoispenelope@example.com,0711086643,MJC,France,Île-de-France,75,Paris,avenue de Durand,364.0,http://bonnet.com/,3199.0,https://www.bodin.fr/,8548.0,https://www.chauveau.fr/,5149.0,,,,,https://www.sanchez.com/,False,,True,2024-02-13,
Boutique spécialisée Oublier,Pierre Martins,pdelorme@example.com,0724106723,Boutique spécialisée,France,Auvergne-Rhône-Alpes,42,Montbrison,,,,,http://lebreton.org/,9948.0,http://brunel.com/,2829.0,,,,,https://www.joubert.com/,True,email,True,2024-11-14,
